Id,Predicted
56796,402136.88141993206
174870,674204.2422312642
142554,535013.8471385672
59547,244834.56054439308
143113,448133.1208422626
154091,485941.04922615725
61191,528195.4262728274
135899,455639.32361117087
172405,544727.9854100504
184121,591252.3512982791
1063,392095.70406211884
6348,307806.53149424365
79995,594557.0102847338
50573,379288.6701643401
79894,438101.41069852735
113553,403623.38818382384
31931,354873.9098724288
86645,355198.24926255934
123780,368727.04003421403
142940,499038.32785057876
138987,551434.2036693079
41502,234337.69251830448
100104,583072.3558194726
83570,506835.22491055535
181648,609233.2968178216
68406,430872.70065438934
114567,346744.66206909873
5470,389218.8021749795
176926,782382.761698501
173013,458531.11666726694
110219,425084.5162535504
52178,236237.20113102574
120569,468811.3459409681
132710,481773.802240346
10478,385658.80121568916
100309,796043.8634364272
76446,378191.26034176484
140674,431789.7585548581
122786,565237.7954565263
66214,408294.4439905998
120240,311230.350809375
113802,370752.5044365841
169747,490622.52423225465
45819,388345.9491212946
36170,333761.0365431926
84049,457904.26290391834
104675,323361.7622068635
66165,847355.2116198435
92499,394795.797716847
107783,536438.6736356621
148441,498076.032518458
12344,274813.4741460228
93256,534231.1299144187
48139,418376.5719202967
101908,369452.0936506196
134084,444748.47531604744
17216,280520.15760840976
185201,660196.9092670868
185016,638626.0486290429
25318,368459.00915663055
65253,327274.813586973
57696,247725.52625817707
30939,333002.5710201457
128338,393455.22699588136
104156,452485.61132067756
41455,392136.37240167195
126390,385459.2828908323
165803,500383.85779816494
108253,373351.5518299646
15221,165299.82003104355
129322,305346.25394068623
86142,623830.1621026188
150957,498138.72647174844
97028,407545.08458212845
3219,371841.02105080493
172533,487949.77482672106
147313,451394.99993505137
168865,435089.0034339399
138278,497055.85821073275
82280,310504.2236714792
4380,329687.3595209537
4327,589314.209799822
109861,399098.26571533753
45273,486160.7895912119
102888,726393.1643295304
77664,476158.9991770338
58355,278852.533236622
91308,264091.92329839896
169692,501878.98127410613
154931,502431.6191964134
123897,487734.43176692765
43550,408384.5629112104
94084,377436.51627525897
63629,323080.62724037794
163153,446248.79171358346
165076,627433.2988630659
55701,337961.84548892
19310,352595.86772979744
18205,359470.57691415393
59608,558928.527331046
60785,514965.43952721974
51513,371516.1637825819
145397,454067.8788749148
101693,390422.53035914566
164688,489235.21196132235
82863,361208.7560149863
1754,294525.68508169963
5376,390576.98584650416
130074,461902.2976686383
102843,684722.6086524187
29760,347740.0135699307
130642,407912.73956193787
31347,455945.96162320115
24205,275269.4324107057
165100,465976.236695662
81514,433047.48519129463
116369,524338.0809723238
84639,377101.7738882111
97982,451678.6859286697
91083,736836.9586369132
149132,574601.7290711262
41826,400244.4253390264
52033,200973.71643927044
21665,296532.36944850907
62257,241259.3719501381
10102,370186.03526400204
23904,366192.0536177137
179693,847620.6378203279
144227,822667.4598026155
120211,351136.8641463183
173440,405644.51231305103
46749,407847.5283883519
96942,538332.0370601736
183177,528988.9913485545
35398,312222.23789928755
30263,285745.3797655158
48194,374863.66770070407
129424,491001.14858156675
110123,386507.26681488066
60370,502765.7146910982
33837,433009.43660273583
108049,478101.0128518299
78656,496504.65057525114
7172,317452.0272985592
66304,398115.19702933135
78058,393746.78671944875
176324,704330.3874484743
165880,518036.29268358706
93902,338134.73964806186
116039,361184.27651854965
151166,468377.561399387
40210,287045.64190460974
98367,346719.0846295442
160925,482826.81123914925
104371,473137.4693032054
78415,664156.4428187897
83660,535183.2427432784
121434,496848.61549244856
78336,639712.4545258703
52510,455196.665616986
64261,379431.6758148638
97749,478118.4321324283
172084,464721.49181810336
52569,292369.40845840855
57400,435637.8712121544
169875,546274.7818420958
58398,402046.02687106724
183622,633308.1053105856
48753,541697.4997443341
130190,571039.6699151569
108466,365746.8375199491
157786,535403.4040547268
95190,364333.63349834445
87452,482745.8804386513
142203,495615.9155986557
130773,620826.7112012161
168853,465546.75940463925
64684,380186.35066714627
57446,334257.87660053594
153747,409532.47783909435
159666,456187.0015793009
71555,392038.7944750745
134319,741902.8434967524
93943,443883.3623182566
109872,536465.3426751371
177223,673559.9507396896
93784,573155.5669039075
6380,289161.5046739109
132297,399118.42424188554
125110,479634.38669270684
36843,338583.3865092385
121955,362600.155150559
82973,514888.665517605
103986,416749.18392670644
97824,412775.8224302699
64151,428595.6553358218
165946,458395.999765605
159307,426700.0165269036
131434,370087.4234162527
8556,481694.49023707095
37868,362840.1217672437
14032,353787.74014628294
21341,392177.9942351039
135288,522636.3097794062
50116,314391.49950509355
97940,471701.24162042595
162134,470806.2873733833
166998,514795.8583899239
137392,506019.1169469203
1460,357703.86413959216
171905,783666.5632144402
175067,599237.3651830241
172514,554681.715713702
17738,313742.7268468267
67047,351239.63005636755
124014,487639.9801391848
185762,704950.0613963396
1311,321138.56475797127
119140,611593.5399620616
142546,484884.0074317076
114400,307212.3434987094
22406,506978.40561945766
92766,589934.5528324326
60485,415553.8473576082
91648,471431.9904170277
132526,773429.8729142515
25180,388293.4730032253
48904,256321.508866133
146550,431807.14872731693
19407,512041.84829338995
47699,291709.774329106
2620,285692.0239223107
174106,578172.0095646355
112846,523380.7566828642
83926,444282.2640391397
64285,408435.184725474
5733,356894.6790043734
87638,515432.9316968589
53604,316604.40513135534
53244,447097.48165717704
82872,340903.58536785346
66096,669379.6969528063
173642,421315.89431055455
145405,411800.47312600334
90156,501054.5962979228
180075,655058.4168190777
5153,280936.9711622672
134959,513022.45506000204
64342,395513.6171663129
51154,436571.0098058335
40845,288423.00324918586
170881,763136.6057546881
106257,665055.6613730288
114464,292839.32790259144
97370,444493.97316804575
172227,533958.1564591221
151941,465822.5814420841
107035,445198.8503676931
135274,452441.930272347
169795,563161.7142708821
83718,448828.8430539709
42632,224129.9982286822
68198,380319.2110234845
112707,422522.7822090067
36740,373115.4447613652
42954,286637.07536245254
5921,266655.77485744574
40850,268117.83260205295
44668,318440.108802246
21263,361416.7382772314
162241,586180.5730939655
81902,435161.57869085803
169151,605001.2661899049
154334,446675.01885119284
59218,385475.88976846903
37714,397062.9320282808
106222,528098.6685346601
139069,504388.2027959818
4425,448951.2003915729
140007,431426.27521661675
90024,418595.8318018423
153101,448643.34130340815
37538,249598.5157812972
32399,333463.9472638769
38946,276267.2215757659
151272,467153.04007920437
95430,520592.7699418502
101750,601249.2220157449
16356,306897.26298006345
131496,493997.2595281451
167864,465216.1502511707
17832,345918.9894838553
106738,448232.26540474885
33431,304388.41169071116
164505,506177.76450524764
47565,430295.15201350086
99660,567604.6600446396
20200,279443.0746538126
28507,441091.4643832729
43495,407057.2583883635
23794,406744.6451442588
40297,334375.090464408
53944,545570.8447255546
11040,682875.4616776285
106585,426845.67840470973
70050,681936.650326321
75026,472766.1496268437
142562,467105.4826767269
113332,446122.8612335961
104548,658938.0271515502
159065,511273.11223370297
157589,503749.96842277853
26850,273626.3112517682
83917,386662.7445089909
124331,393313.5619560773
58018,167876.3689319878
163913,613633.2553133105
109105,472704.204977263
97862,448435.3061145531
16478,309939.95252430695
35187,322632.9854433076
25446,402952.82071346644
47828,389303.95408482745
123220,413738.60232678184
16366,296744.677656497
144449,411051.9811313895
39920,244128.65747066843
160888,483000.5886452166
47978,294633.18044899846
14331,358304.3998685591
60334,275905.5422293478
49737,297892.06114456436
98533,266362.9186449165
38375,253899.34186613752
176978,709154.397181727
60474,456164.18865187396
163806,546707.2614596311
4654,387994.1475353788
130912,409330.09982796677
115098,469032.3302679625
56214,285140.3864388612
63720,299405.09870246914
143496,569771.515434
33941,369581.6377217779
66720,269353.63444205694
29518,135732.57742003008
68026,545848.6213482032
161546,543070.329242466
118804,366702.0338585139
126852,432678.18793636607
102392,412358.83340121165
49738,274294.76842403016
49424,389171.1446608704
18184,324969.46175076644
5408,395463.11747996527
157571,495607.0892702204
111705,563150.7710603779
179891,683856.017169822
76587,293984.7527097692
2629,292552.48717247584
119008,405733.51124908053
128414,332785.1280217861
162481,419351.0684908049
39075,393120.72788681195
113444,556040.0689787696
58984,517983.3636134729
134087,451608.93856621266
27723,271243.840035476
61426,861101.6493258171
26496,279297.1689485548
8183,422312.8948427885
96508,391101.78207316203
56072,430452.0710942837
77192,383023.38015290914
84054,542044.9484825725
55624,359607.70783382165
163711,423351.3762129933
29219,438304.0704725844
81813,494594.88560413
181000,674043.7682642234
143894,487868.5716610686
141800,488044.59664759506
30009,318116.9016199732
45917,298400.38145597884
14425,345665.33084373066
23268,319319.94495007663
1284,178995.53694791498
69986,744474.2813290143
134779,437739.0180699996
78114,410373.6273725136
128833,411531.444968937
129335,427702.9532090188
56632,363999.74594807
46967,272893.95773781626
146611,356760.395276618
37748,327375.9302801289
156600,468653.8067491938
105167,359470.87560320436
35572,268009.1272538811
154900,548477.2418361827
68778,440047.3198800987
40761,643867.0883981992
76922,383951.78957947344
57737,243074.46590086265
63946,453724.4364969257
111235,350822.5961115674
114882,480672.31623681204
12676,228613.49922767334
138376,460459.66186050576
90637,417188.9040435393
184522,601998.0645087886
92974,360694.1499568534
8857,313847.9344397393
27895,283182.80396814283
156181,523781.9236628796
41834,509913.68823468906
157391,572963.3877121077
143702,412529.99088555074
185912,938426.5042836396
11229,256841.71519321512
41300,330664.2828020276
72247,362614.10992157756
83180,490908.7469065085
148335,504015.1107185994
7890,430131.9863902014
135138,455559.7427272159
27131,327148.36761911435
166558,605453.595432167
131032,441977.4288481656
74357,412648.465517689
156049,361659.1560976424
69414,767640.5846537517
97276,391420.67848889646
82842,361208.7560149863
148527,486315.0351419051
144752,516963.64635385654
18175,355427.21772146574
11905,272699.8157482939
171029,494927.27037922037
59320,460561.97968510207
84110,382175.41249181575
78965,793414.0480106914
85951,562966.5032052341
163141,490497.72315290646
109999,450563.1939162418
147801,419918.0799003712
139213,423681.15902311803
126460,607193.1078935438
28015,334408.0453180009
181431,624242.8451055264
52696,686192.1625763144
50605,344434.6132274014
165242,474031.2731338325
48813,205155.86782539712
110483,585262.910991387
89306,334008.7471247208
133442,368237.8531275825
65829,574727.0894764692
87579,359265.3044930583
91465,453266.8779722646
73701,515688.2564034196
15530,358933.68887819775
18230,455971.3515162115
97193,521034.64103100216
166625,573735.6335659721
33195,428569.9795800376
136148,503299.7162782677
165033,616668.15384293
21315,343904.29145632376
91814,313288.612044976
16891,441937.051380324
107918,672062.9336156812
79471,483226.5667764382
21862,465717.9748809792
67991,450728.73807447276
165486,521010.92205069674
63600,417593.8659082145
110049,337549.4910983687
112307,389110.97128861264
10157,341717.884096422
74635,453947.7510933235
25784,470160.07915936643
107059,465914.4607336814
30356,397488.6520743113
87516,609026.5158115899
10936,544231.0874883765
88543,529619.6054481943
139877,431936.1293769734
42424,458626.8333260928
52670,548847.6542629706
166867,478228.726027917
101107,469151.6209051863
76199,489122.0102476305
80888,333510.80590997764
9911,262400.7076974801
156640,431403.9974768054
102356,505568.89659740176
48860,328269.8381180275
102849,674570.0233288523
138105,476990.322829231
117983,410544.5584572597
93922,361179.5941618707
46238,403826.08874723566
59022,624977.031106716
106646,457289.7054724622
120040,529955.5581478877
126172,376288.3239468088
168000,619851.8447705321
80749,459047.62023883424
131491,480652.66452715575
112112,508129.4020560306
47501,289893.9032979908
13728,267228.4606579861
101768,328170.6063661021
6316,292291.82417380554
126098,799742.7568737675
165,286201.83558451565
19524,448431.3505648547
150677,469106.9942246312
59379,409128.2485380767
74454,342773.4208186743
175450,696127.7331007593
89244,730336.1081633811
116506,428742.84999210556
147339,477573.83202630404
74001,692080.4967412606
90922,410563.2204428875
1820,469773.1178707467
110186,285658.7345311821
62682,409446.4176361253
89581,453224.3464818051
137848,442648.3489685859
161798,397169.50470369053
170742,473188.12764951045
82918,443073.7990501596
37679,348437.3007133817
154926,441700.25332392316
149598,287364.75063958985
44725,304052.3032183313
90766,521749.8797110566
148899,443924.7302652702
126592,377992.23757550097
157908,405504.3215304509
113713,401197.10486915905
148870,638004.8077066697
165510,487426.2636650008
101470,379627.3390655221
51743,314540.8282083678
27173,156215.79547291418
27812,328185.52927454386
95488,359847.66983327037
173154,635289.3367560385
121352,410409.2139558879
143803,405144.99064928934
63373,334328.348378469
1386,342664.63188559527
163514,489488.85890140076
35643,276896.57296715654
120579,556244.1535930234
128369,415182.4204248191
141816,446281.7960705052
161838,520557.6545424486
71069,432996.3824850985
77131,455851.26372527884
17667,359206.96530451044
52148,395189.6485485966
72854,593215.8516918512
102035,475178.3291341435
111359,432322.56808472547
17719,338901.7946573776
123306,319236.1568579067
161864,653384.0396066139
180849,615874.1112180435
160993,473542.2165746822
162321,321546.6416869814
46481,300006.1883440602
79814,392500.67449182883
137789,612499.5955077497
54212,275591.9951809966
33512,308123.33367768506
57246,711800.4149295677
183567,594169.4036093326
126709,410551.46231935866
38938,286419.8068993323
31497,400398.4991566794
43094,401668.48796133895
40278,334375.090464408
174057,660700.9404677363
88538,533003.8005560498
78488,713266.4724016599
170729,587479.8832262952
173992,523613.12407096603
60975,312497.3358966389
54718,212286.8684822235
178130,646709.6199700236
133730,388631.9535274614
70033,695933.7959300141
43395,598225.7495223727
142569,439409.0329144877
25880,224858.74132570755
139537,392637.18961129244
3465,431476.4165493973
40735,550658.4358695429
162957,458844.30791190744
83356,500471.6408099393
32897,278981.66670439986
49245,295328.5206273205
60337,286058.1275529142
139769,650685.0687983729
52326,338399.7690103267
162813,814080.2944517436
180789,519655.9360183018
49386,438648.765412224
33541,351022.2109596651
159352,528564.3884333574
42027,422882.35490527743
155370,429401.1888757898
143725,524284.1876238586
131769,412619.99457267334
139885,421783.5440534069
93808,461299.53447389934
10639,313033.71113783994
168611,588374.3933215609
167653,654564.1973767641
123170,364199.2131994452
139150,332437.89155630255
62622,485650.6873974756
168689,918555.3071060525
18566,292870.0510410827
67121,246498.11372395238
119193,426344.4104380525
75320,481259.74614614085
185227,775835.3148195534
59316,450409.3943615356
42962,286637.07536245254
51540,246172.94142624433
37927,355470.7108813442
85155,323334.5086250777
148730,477380.26588921645
182768,628513.8291764756
21816,291293.45977569127
119821,428385.46660255804
53803,373668.17826562154
75672,502524.53279823624
164062,561673.4071150275
9801,708578.5709200616
90516,527749.6380504486
126543,376250.9510327851
20563,234749.28685494393
173167,493578.18405147234
165546,699320.4272829732
140696,445090.0209262089
60885,477010.8133724338
71010,326282.3711610184
65245,430572.423689211
7762,304511.3936683645
162332,463291.8823182642
132065,451832.43305602286
163315,528020.0449989645
94896,383510.0353748938
13990,428481.44565190095
86695,441803.3386763698
136032,745923.764767673
181973,580418.2697400022
70720,1071653.8208998656
176320,710914.6315952768
123988,609497.8997013089
75446,483699.4867800599
165520,487426.2636650008
95499,450848.8186620895
73362,413437.2950386766
115013,329630.7309570806
170250,576271.6075176154
117752,541316.0414170889
120534,573568.9172574063
43110,364472.18230712094
173316,545501.8814856963
163348,815073.8596076434
167196,524481.9125179965
8539,578987.4806747833
57416,408957.03150176635
147688,382486.11209663743
48843,225461.03847253002
123483,426679.963132078
91781,349237.5502398608
57502,179087.0156408645
41380,487400.13446479954
71368,423195.49544066074
90332,424919.8034580975
56200,471108.11408859486
59273,490747.2672203063
59528,766497.7181190746
142978,464397.17637114413
62463,443283.74353799253
151089,313375.1321312855
159388,422576.0520172254
15000,332945.3735107597
124030,408749.0835943393
146762,374648.9120673561
32542,271764.43075378204
44504,348092.24204187834
154438,536051.2635474728
92711,425159.32897644443
26861,387140.13442755747
154130,540059.257690402
108177,511577.53952664847
85561,387561.61482282367
29523,250662.7834636152
162190,594197.6305274483
137744,399950.3760429738
141614,410855.77402908
154095,506246.2198732901
177433,725343.3630506027
16212,327586.5615051664
138324,487716.74033541954
179772,646917.1172030538
80229,524762.2911140817
146601,503669.82235243416
90354,472761.7467347061
16620,335680.5682323026
144520,413126.1727401861
43671,286711.2637848549
151379,427897.6019462288
43516,274841.788191651
114780,415631.57198406616
48679,436482.36114432034
23310,332713.36673710373
82078,796374.1869373892
161637,466534.76027605153
97266,383296.6171859321
25975,345891.164389643
183280,690714.6591187408
143522,419663.1032928929
82873,381513.9266621192
111022,448373.7215606765
170004,428532.2036408861
149233,483939.59094127885
11335,238817.88891602898
178323,687703.7795534285
117545,470270.56801152264
104197,468717.44634583406
114280,443552.95139622164
30527,311130.92837800615
42651,349143.6205306153
123646,402322.9214390498
72689,460175.4161953874
78646,466046.89460455184
50032,424029.5682936036
167436,717590.3125603157
25911,208145.25617743432
140037,427269.67687769333
117935,524445.255915533
122922,351116.5755553148
28738,368584.2409591678
129413,413016.0278175034
65411,578383.4493756285
20519,244073.21486842242
148799,517084.83359666937
96848,359115.441332604
167854,475368.73557473713
90027,415027.49062507844
124583,366918.8705489833
123841,409303.2296072056
143815,521506.16357062256
100928,317701.3022904262
64554,459360.03981386777
27802,287575.18798027805
55996,283904.79391973244
168480,459691.0748722625
18511,348717.65149324114
7174,337757.1979456921
107447,358529.7637415585
109945,369564.33966195694
109304,543582.0937647303
33225,204247.17873343301
31504,281170.172636869
85162,333487.0939486442
164868,460916.13128723134
102092,435506.58366833633
5618,330598.928716664
45425,394541.42577409453
127376,465964.95341973606
156938,468250.03968422103
127635,474374.72848633747
111774,633700.4658679634
141311,634834.6943189203
68733,397349.1531040055
171431,741178.3564886809
57288,279471.449598308
147560,549981.4866228953
83283,479213.3516390449
180470,558570.5214949135
85424,475168.6348756742
30049,286474.8518519254
138841,497723.61190155195
138637,400633.5588536182
178178,798486.8191692214
69976,703863.9400347484
139744,527806.802543412
58256,205927.86925534948
104665,482462.03303761035
169191,536635.7734507464
55984,432390.75882362
40354,415909.4341036115
59813,197665.4267482156
142178,348752.1335749162
104367,462984.8839796389
135075,391381.7203941907
16278,342632.34971168166
49191,450821.329770813
95010,429748.6587126213
179668,610594.3490462755
111338,369853.1866006377
76006,389191.8237234983
106534,425781.71763162076
78933,734227.5594398985
76196,591327.016387058
110996,426645.2498986396
145016,509036.09281162353
133526,497393.0031884813
67069,575829.6422378429
77499,356013.07047430705
51668,651782.9167837983
64752,480131.13380945165
148430,450881.44707738975
63329,331431.5482892088
173406,510886.62340383424
79182,376722.6178064035
139963,431628.76520955295
119727,347024.8875016062
14184,313742.20874875935
63325,670097.1149620621
69906,702300.161615299
150715,355347.46977082454
10423,385662.00829135376
13226,285331.1502772228
166355,505661.8409255131
162216,526778.097918187
43071,341357.04793431144
103161,463742.1099041195
168506,567248.9624424265
30707,419204.8481608372
54877,440044.8626015964
77637,377145.0730694384
54304,314961.86573090206
71775,677272.3876960101
116543,342042.5781434113
18877,423465.5350581209
98865,447636.30775388144
169535,521368.03805441957
155674,360727.62511548
46410,379543.7008771307
25354,365525.3478027729
149242,373643.022623067
156019,546430.4764226306
2372,256545.13694864805
167793,494138.7626688651
13539,385510.9835586238
96889,602792.6097595152
12180,219265.87580336235
30975,436847.0953471449
142091,721135.4767622806
141417,551706.2965528299
88385,576850.944389949
118140,472157.58224203537
130703,414837.2152355076
78738,412107.92546085495
31269,338987.55917914223
109042,472106.6581542103
48367,376389.1076778394
169027,490843.1230594145
94564,431366.54358764744
69161,531812.104089869
109455,575686.0669967617
102048,454873.15848701063
142061,606625.3892698995
80360,368949.7510496948
108330,419024.37881818495
45894,282998.8154725374
184619,733258.1472750687
44807,313021.11125281104
86934,364303.1757642256
99343,416892.6296955867
168916,500379.44892220816
89276,649058.7477612358
51815,314135.44196298753
125813,419472.53513284714
107171,414067.0912081042
154642,431921.2757870572
10072,338708.4894938029
68097,344882.6221259372
160821,506097.2905613106
19655,347556.5007484381
142752,459717.26664474467
36940,277216.5630203516
111126,373462.72522835585
596,282047.099592323
71019,326282.3711610184
4479,377903.55627553444
55848,483543.5274207526
85188,474053.6382737277
125357,391978.90338128567
14647,285602.6188540467
162730,478397.97170104383
150653,438649.23825393186
120056,415343.8963502493
169156,625306.4368370378
67935,726580.250979512
174388,662760.9471860135
182913,654194.6237339333
54148,271109.58743976
131866,550796.2811772604
149984,460220.9328228727
159985,496721.0316809145
95496,443988.3554119244
112843,428812.65722022427
49524,381512.57317777205
27369,220219.36168223762
30825,440586.91374310764
169753,680683.410001239
92534,409169.59777998744
129225,412807.81069875683
13062,326302.8620990759
130722,521604.7511052963
134157,401739.0465071939
165859,518036.29268358706
66301,438725.5383235971
83618,454436.4616649341
107691,482293.3810264704
105232,402800.8273698309
48298,536992.3285998408
40648,335419.7141084067
71976,452496.23917414836
72896,658161.9629145819
74551,399553.8465312848
44973,336145.77825264836
29347,400238.65637128137
141919,505393.00414720277
106300,354042.25271156745
131980,466817.8301371575
133141,440369.0690869794
3973,278838.87762044254
40519,337303.6930893623
180446,647179.2696086849
175025,564317.4186670615
75064,429415.32171356987
18793,419152.05114920577
149491,439600.98894363514
154754,519303.6391700707
132371,417039.7935588058
134999,483519.4119513765
165322,531906.4411239164
108805,523742.6493197602
140691,472163.5817890527
156367,483191.47386104503
85858,599881.8850311635
152700,468364.1860752511
185104,602968.656440434
70218,423521.156650295
10393,379686.5666183981
165123,530123.8060209842
55106,439189.0431275526
88369,396219.8072659673
41779,545714.1328105147
130816,401528.849460308
31211,347424.3693751445
166757,692175.462801256
108437,350851.56196818495
185814,760421.8323216415
73304,385518.6572516303
148656,488526.8460409855
84559,349288.75001472724
151222,429346.98100531596
2069,314084.6244013958
182640,709950.322461529
157520,498367.2686686679
153201,513640.35848736897
51319,426495.42196231306
167197,522002.0467703575
56328,815226.1863202075
7586,321517.46064437146
4962,635272.1659569505
17286,276787.9556492738
17996,320992.64662256505
136652,448486.9777125832
107533,375508.75010016735
35676,237834.8669211779
63528,415515.54451472976
88024,396812.6056483944
92245,458051.9611403515
121431,467863.21920373663
117675,420715.0398516579
134315,600140.1585930443
80382,340987.91642408655
5676,355739.06883704546
85834,429681.04193825566
7544,306163.5159273654
76545,353619.68237274024
182269,712744.4410133392
115301,392682.1351391686
184499,690754.3334821443
89274,773312.623698101
96978,469614.9648020107
22476,360766.8348122641
43684,317169.01975555415
103852,524826.4437909264
6660,312311.6902625637
149136,564449.1437475597
55623,329149.95186312235
154963,421577.32891019713
118607,375544.1330866618
66046,446637.15906779974
50815,410517.15358482604
88378,477343.1993316395
47559,413558.3225431319
96116,439848.611570428
31651,326252.16209073307
141186,589487.6088623197
142321,781706.713791631
47123,264334.4177983912
176333,623643.7992338707
3011,267211.9349696769
68006,557382.0980000969
183387,531124.1621042412
36465,314374.52881821897
39670,287226.032660966
173044,457788.3068013104
7197,317850.90389587416
35841,243869.06304220925
185880,673235.431196532
64929,688300.9551686095
99553,516994.7030545144
59246,203165.28771829422
122401,373740.77192392305
5750,337418.1656673284
54602,309824.9968663216
57503,198563.52897790947
139988,452870.50770707993
61441,851225.2831056132
3816,371845.68701236934
157223,506311.13474747556
45836,368040.77847416175
155755,436928.92731088324
1314,300833.3941108384
172283,617739.0882156587
183939,705340.1610296706
102449,438911.4546999903
130038,405837.0318319378
69337,747832.2606418148
59437,330993.7269760357
100231,425937.96635330975
184320,583744.2570527963
121624,456037.524855995
175778,506599.50889079197
49838,284664.67651373486
112596,434990.8901748055
92825,651302.2961080776
3175,538216.2048605363
20599,218989.32371268686
90059,488474.56069588714
8718,255348.20820720645
56904,689123.6618187372
140415,450430.56787400733
45486,373482.0137738414
72264,413480.5287904574
102129,421716.5849688349
5083,416341.31025567616
23403,378935.6750396441
57581,658712.6330164964
165475,468867.63883574295
88985,491638.41514577204
30967,440139.2174205462
19270,418747.35493030905
39924,244128.65747066843
52520,552249.8784257689
151658,388310.48084915883
145774,549402.1777094138
52004,326606.745266228
109232,356100.56792155316
32071,232898.1501387257
421,215299.9085499029
150070,513006.93330930045
157555,465149.33329952107
141514,338342.54603583703
137558,593272.6476408762
155571,427727.0834766581
162016,538098.3732661093
47743,344122.30538160296
42863,351391.086185795
60316,355566.86882689665
119376,545672.2370045582
96534,411406.9527202949
97787,516231.9774813165
46854,219101.93669531806
131197,385936.9510516374
45750,309142.92796633346
75580,551432.4586652021
122938,503545.2429802841
24952,267046.17057093105
8713,235043.03756007357
29044,331014.6241832231
33794,417791.3545540696
155354,541492.2722640433
174630,665557.0796148425
357,182900.81910950696
52446,403643.0016384021
173530,465104.25137918774
9167,275717.6715667938
2712,266272.4763832663
34228,371375.908626287
14795,322361.61422346364
101108,499609.3768758856
182805,627778.30216658
101314,485752.5285658573
71207,380398.05733427405
24463,323935.8702322004
161441,426877.9260183892
62066,296217.090128651
140608,462491.22505257407
9901,242095.53705034725
167009,489001.52093762066
70131,306515.48435089155
111696,574544.4076263132
69883,787168.0448564684
68434,389983.9275348334
10786,298665.29637679586
104011,536776.116378137
108425,361004.1472917514
120804,415772.13590678776
26582,389346.87255436304
20975,461765.04882709665
134633,529284.5637834154
97941,471701.24162042595
107642,465472.102931877
161902,482730.7711884083
100312,796043.8634364272
95448,398856.3407071852
21815,308214.4353149686
149382,670991.8577178627
74108,730537.8814785567
123994,599345.3143777425
146443,492025.6094234462
108700,380116.4207514054
22001,450444.0673691827
74783,369456.40636587836
119865,412380.19308543205
141913,400947.1479214158
74995,488374.2533698388
135235,350938.7031157671
48589,324870.3046163745
914,232132.8039625795
119943,395493.78878246626
99440,345695.82623453706
144341,588660.332370932
97930,525375.7545981815
90951,380511.8847240763
131041,381924.89590424905
84731,447906.28962131543
135546,737372.0862314259
127448,484376.6662050808
61300,279940.2793997696
63131,389289.1527116169
25238,308063.292954604
180340,583658.5537793635
99506,363305.89762047614
183854,649159.3264719539
94910,452233.35549989284
44500,248299.34536641947
63085,352280.89172848227
164640,702171.1977498569
16313,343624.82240307616
132985,387884.89078660903
101842,375247.0354678557
5938,482982.79896273476
44937,314758.7911663933
170855,624663.5038478755
